tconst	ordering	nconst	category	job	characters
tt0001334	3	nm0704334	actor	\N	"[""A Rival Sweetheart""]"
tt0001334	4	nm0185803	actor	\N	"[""The Man in the Boat""]"
tt0001334	5	nm0456804	actor	\N	\N
tt0001334	6	nm0601698	actor	\N	\N
tt0001334	7	nm0642722	actor	\N	"[""The Sheriff""]"
tt0001334	8	nm0732651	actress	\N	\N
tt0001334	9	nm0288616	director	\N	\N
tt0001334	10	nm0000428	writer	\N	\N
tt0001334	11	nm0000428	producer	producer	\N
tt0001334	12	nm0555522	cinematographer	\N	\N
tt0001335	1	nm0925310	actress	\N	"[""Mercy Merrick""]"
tt0001335	2	nm0659947	actor	\N	\N
tt0001335	3	nm0710362	actor	\N	\N
tt0001335	4	nm0325448	director	\N	\N
tt0001335	5	nm0172741	writer	novel	\N
tt0001335	6	nm0455544	writer	scenario	\N
tt0001335	7	nm0694602	producer	producer	\N
tt0001336	1	nm0007221	actor	\N	"[""The Boss""]"
tt0001336	2	nm0877550	actress	\N	"[""The New Stenographer""]"
tt0001336	3	nm0120544	actor	\N	"[""The Fat Employer""]"
tt0001336	4	nm0277411	actress	\N	"[""The Old Stenographer""]"
tt0001336	5	nm0680383	actor	\N	\N
tt0001336	6	nm0873928	actor	\N	\N
tt0001336	7	nm0048478	director	\N	\N
tt0001336	8	nm0111753	writer	scenario	\N
tt0001336	9	nm0085865	producer	producer	\N
tt0001337	1	nm0424530	actor	\N	"[""Dick Harcourt""]"
tt0001337	2	nm0681933	actress	\N	"[""Alice Vance""]"
tt0001337	3	nm0054884	actress	\N	"[""Dora Dean""]"
tt0001337	4	nm0921980	actor	\N	"[""Harry""]"
tt0001337	5	nm0115524	actress	\N	"[""The Maid""]"
tt0001337	6	nm0076202	actress	\N	\N
tt0001337	7	nm0185803	actor	\N	"[""On Train""]"
tt0001337	8	nm0250676	actress	\N	"[""Child on Street""]"
tt0001337	9	nm0262757	actor	\N	"[""On Train""]"
tt0001337	10	nm0334918	actor	\N	"[""Conductor""]"
tt0001337	11	nm0000428	director	\N	\N
tt0001337	12	nm0000428	writer	\N	\N
tt0001337	13	nm0005658	cinematographer	\N	\N
tt0001337	14	nm0555522	cinematographer	\N	\N
tt0001338	1	nm0471787	director	\N	\N
tt0001338	2	nm0698839	writer	screenplay	\N
tt0001338	3	nm0324690	writer	short story	\N
tt0001339	1	nm0163559	actor	\N	"[""Mr. Jones""]"
tt0001339	2	nm0376442	actress	\N	"[""Mrs. Jones""]"
tt0001339	3	nm0125164	actor	\N	"[""Mr. Hall""]"
tt0001339	4	nm0784407	actor	\N	"[""Mr. Young""]"
tt0001339	5	nm0366008	actor	\N	"[""Undetermined Secondary Role""]"
tt0001339	6	nm0581499	actress	\N	"[""Undetermined Secondary Role""]"
tt0001339	7	nm0288616	director	\N	\N
tt0001339	8	nm2308962	writer	story	\N
tt0001339	9	nm0376396	writer	\N	\N
tt0001339	10	nm0000428	producer	producer	\N
tt0001339	11	nm0555522	cinematographer	\N	\N
tt0001340	1	nm0910400	actor	\N	"[""Henri Prevost""]"
tt0001340	2	nm0054884	actress	\N	"[""Madame Prevost""]"
tt0001340	3	nm1013170	actor	\N	"[""The Priest""]"
tt0001340	4	nm0334918	actor	\N	"[""The Nobleman""]"
tt0001340	5	nm0681927	actor	\N	"[""The Messenger""]"
tt0001340	6	nm0095695	actor	\N	"[""Aristocrat""]"
tt0001340	7	nm0102858	actress	\N	"[""In Parfumerie""]"
tt0001340	8	nm0125164	actor	\N	"[""Aristocrat""]"
tt0001340	9	nm0163559	actor	\N	"[""Aristocrat""]"
tt0001340	10	nm0185803	actor	\N	"[""Aristocrat""]"
tt0001340	11	nm0000428	director	\N	\N
tt0001340	12	nm0853193	writer	\N	\N
tt0001340	13	nm0005658	cinematographer	\N	\N
tt0001341	1	nm1024681	actor	\N	"[""Tobiás""]"
tt0001341	2	nm0782422	actor	\N	"[""Oskar""]"
tt0001341	3	nm0295457	actress	\N	"[""Lilly""]"
tt0001341	4	nm0218175	actress	\N	"[""Landlady""]"
tt0001341	5	nm0952034	actor	\N	"[""Forester""]"
tt0001341	6	nm0468351	actor	\N	"[""Landlord""]"
tt0001341	7	nm1024681	director	\N	\N
tt0001341	8	nm1024681	writer	story	\N
tt0001341	9	nm0471818	cinematographer	\N	\N
tt0001342	1	nm0294276	director	director	\N
tt0001343	1	nm0294276	director	director	\N
tt0001343	2	nm0378408	producer	producer	\N
tt0001344	1	nm0885818	actress	\N	"[""Pauline Smith""]"
tt0001344	2	nm0102858	actress	\N	"[""Pauline's Mother""]"
tt0001344	3	nm0337033	actor	\N	"[""Jay Downs""]"
tt0001344	4	nm1013170	actor	\N	"[""The Postman""]"
tt0001344	5	nm0125164	actor	\N	"[""Outside Store""]"
tt0001344	6	nm0185803	actor	\N	"[""Outside Store""]"
tt0001344	7	nm0534221	actress	\N	"[""In Factory""]"
tt0001344	8	nm0732651	actress	\N	"[""Outside Store""]"
tt0001344	9	nm0733176	actor	\N	"[""Outside Store""]"
tt0001344	10	nm0288616	director	\N	\N
tt0001344	11	nm0000428	producer	producer	\N
tt0001344	12	nm0555522	cinematographer	\N	\N
tt0001345	1	nm0163559	actor	\N	"[""Rupert Howland""]"
tt0001345	2	nm0250676	actress	\N	"[""Elsie - Rupert's Daughter""]"
tt0001345	3	nm0502701	actress	\N	"[""Grace Wallace""]"
tt0001345	4	nm0910400	actor	\N	"[""Mr. Wilson""]"
tt0001345	5	nm1013170	actor	\N	"[""The Grandfather""]"
tt0001345	6	nm0504551	actor	\N	"[""The Priest""]"
tt0001345	7	nm0185803	actor	\N	"[""At Deathbed""]"
tt0001345	8	nm0262757	actor	\N	"[""Wilson's Servant""]"
tt0001345	9	nm0366511	actress	\N	"[""At Deathbed""]"
tt0001345	10	nm0000428	director	\N	\N
tt0001345	11	nm0000428	writer	\N	\N
tt0001345	12	nm0005658	cinematographer	\N	\N
tt0001346	1	nm0910400	actor	\N	"[""Henry Revol""]"
tt0001346	2	nm0115524	actress	\N	"[""The Mother""]"
tt0001346	3	nm0250676	actress	\N	"[""One of the Children""]"
tt0001346	4	nm0214651	actress	\N	"[""One of the Children""]"
tt0001346	5	nm0629589	actor	\N	"[""The Doctor""]"
tt0001346	6	nm0704334	actor	\N	"[""The Workman""]"
tt0001346	7	nm0054884	actress	\N	"[""At the Party""]"
tt0001346	8	nm0125164	actor	\N	\N
tt0001346	9	nm0185803	actor	\N	"[""At the Party""]"
tt0001346	10	nm0334918	actor	\N	"[""At the Party""]"
tt0001346	11	nm0000428	director	\N	\N
tt0001346	12	nm0000428	writer	\N	\N
tt0001346	13	nm0005658	cinematographer	\N	\N
tt0001347	1	nm0298301	actress	\N	\N
tt0001347	2	nm0755331	actor	\N	\N
tt0001347	3	nm12139966	actress	\N	"[""Puritan maiden""]"
tt0001347	4	nm0644728	actor	\N	"[""Leader of New York Militia""]"
tt0001347	5	nm0814825	actor	\N	"[""Indian juvenile""]"
tt0001347	6	nm0569466	director	\N	\N
tt0001347	7	nm0692105	director	\N	\N
tt0001347	8	nm0366610	writer	story	\N
tt0001347	9	nm0692105	writer	\N	\N
tt0001347	10	nm0339765	cinematographer	\N	\N
tt0001349	1	nm0294276	director	\N	\N
tt0001349	2	nm0378408	producer	producer	\N
tt0001350	1	nm0161366	actor	\N	"[""Walt Malone""]"
tt0001350	2	nm1400009	actor	\N	"[""The Girl's Father""]"
tt0001350	3	nm0639631	actor	\N	"[""The Rival""]"
tt0001350	4	nm0001908	actor	\N	"[""(unconfirmed)""]"
tt0001350	5	nm0001908	director	\N	\N
tt0001350	6	nm0001908	writer	\N	\N
tt0001350	7	nm0001908	producer	producer	\N
tt0001351	1	nm0502701	actress	\N	"[""The Daughter""]"
tt0001351	2	nm0376396	actor	\N	"[""The Wanderer""]"
tt0001351	3	nm1013170	actor	\N	"[""The Father""]"
tt0001351	4	nm0424530	actor	\N	"[""The Marshal""]"
tt0001351	5	nm0656425	actor	\N	"[""The Deputy""]"
tt0001351	6	nm0288616	actor	\N	\N
tt0001351	7	nm0784407	actor	\N	\N
tt0001351	8	nm0000428	director	\N	\N
tt0001351	9	nm0853193	writer	\N	\N
tt0001351	10	nm0005658	cinematographer	\N	\N
tt0001352	1	nm0285643	actor	\N	"[""Baptiste""]"
tt0001352	2	nm0832458	actress	\N	"[""Anita""]"
tt0001352	3	nm0166692	actor	\N	"[""Brown""]"
tt0001352	4	nm0822493	actor	\N	"[""Padre Dominguis""]"
tt0001352	5	nm0352726	director	\N	\N
tt0001352	6	nm0577734	producer	producer	\N
tt0001352	7	nm0657635	cinematographer	\N	\N
tt0001353	1	nm0135052	director	\N	\N
tt0001353	2	nm0304098	writer	\N	\N
tt0001354	1	nm0001908	actor	\N	"[""Jack Smythe""]"
tt0001354	2	nm0639631	actor	\N	"[""Jack Hartley""]"
tt0001354	3	nm0930290	actress	\N	"[""Clara""]"
tt0001354	4	nm0161366	actor	\N	"[""An Indian""]"
tt0001354	5	nm0138771	actor	\N	\N
tt0001354	6	nm0336910	actor	\N	\N
tt0001354	7	nm0607104	actor	\N	\N
tt0001354	8	nm0001908	director	\N	\N
tt0001354	9	nm0001908	writer	\N	\N
tt0001354	10	nm0001908	producer	producer	\N
tt0001354	11	nm0730386	cinematographer	\N	\N
tt0001355	1	nm0005717	director	\N	\N
tt0001355	2	nm0005717	writer	screenplay	\N
tt0001355	3	nm0005717	cinematographer	\N	\N
tt0001356	1	nm0870831	director	\N	\N
tt0001356	2	nm0870831	cinematographer	\N	\N
tt0001357	1	nm0001908	actor	\N	"[""Dick Martin""]"
tt0001357	2	nm0533615	actor	\N	"[""Sheriff Dixon""]"
tt0001357	3	nm0930290	actress	\N	"[""Patricia Watkins""]"
tt0001357	4	nm0138771	actor	\N	"[""Mr. Watkins""]"
tt0001357	5	nm0161366	actor	\N	\N
tt0001357	6	nm0693055	actor	\N	\N
tt0001357	7	nm0001908	director	\N	\N
tt0001357	8	nm0001908	writer	\N	\N
tt0001357	9	nm0001908	producer	producer	\N
tt0001358	1	nm5227562	actor	\N	"[""Ole Vandhund""]"
tt0001358	2	nm5665880	actress	\N	"[""Miss Norris""]"
tt0001358	3	nm1159832	actor	\N	\N
tt0001358	4	nm0234670	actor	\N	\N
tt0001358	5	nm0830137	actor	\N	"[""Tordenskjold""]"
tt0001358	6	nm0841148	actor	\N	"[""Baadsmand""]"
tt0001358	7	nm1159832	director	\N	\N
tt0001358	8	nm0262132	writer	novel	\N
tt0001358	9	nm1159832	writer	\N	\N
tt0001358	10	nm0084830	cinematographer	\N	\N
tt0001358	11	nm5227562	production_designer	\N	\N
tt0001358	12	nm0360733	production_designer	\N	\N
tt0001360	1	nm0717468	actor	\N	"[""Young Reporter""]"
tt0001360	2	nm0633693	actor	\N	\N
tt0001360	3	nm0633690	actress	\N	\N
tt0001360	4	nm0633693	writer	play	\N
tt0001360	5	nm0783152	producer	producer	\N
tt0001361	1	nm0294276	director	director	\N
tt0001361	2	nm0378408	producer	producer	\N
tt0001362	1	nm0681933	actress	\N	"[""Edith""]"
tt0001362	2	nm0115524	actress	\N	"[""Edith's Mother""]"
tt0001362	3	nm1013170	actor	\N	"[""Edith's Blind Father""]"
tt0001362	4	nm0125164	actor	\N	"[""Edith's Employer""]"
tt0001362	5	nm0376396	actor	\N	"[""The City Slicker""]"
tt0001362	6	nm0076202	actress	\N	\N
tt0001362	7	nm0095695	actor	\N	"[""Storemate""]"
tt0001362	8	nm0128633	actress	\N	"[""At Station""]"
tt0001362	9	nm0187981	actor	\N	"[""At Station""]"
tt0001362	10	nm0226992	actor	\N	"[""On Street""]"
tt0001362	11	nm0000428	director	\N	\N
tt0001362	12	nm0853193	writer	\N	\N
tt0001362	13	nm0005658	cinematographer	\N	\N
tt0001363	1	nm0294276	director	director	\N
tt0001364	1	nm0159015	director	\N	\N
tt0001364	2	nm0036298	writer	play	\N
tt0001364	3	nm11468708	writer	play	\N
tt0001364	4	nm0159015	writer	\N	\N
tt0001364	5	nm0159015	cinematographer	\N	\N
tt0001365	1	nm0001908	actor	\N	"[""Jim Allison""]"
tt0001365	2	nm0639631	actor	\N	"[""Pony O'Brien""]"
tt0001365	3	nm0930290	actress	\N	"[""Mary Holmes""]"
tt0001365	4	nm0161366	actor	\N	\N
tt0001365	5	nm0355582	actor	\N	\N
tt0001365	6	nm0808828	actor	\N	\N
tt0001365	7	nm1403670	actor	\N	\N
tt0001365	8	nm0001908	director	\N	\N
tt0001365	9	nm0001908	writer	\N	\N
tt0001365	10	nm0001908	producer	producer	\N
tt0001366	1	nm0159015	director	\N	\N
tt0001366	2	nm0159015	writer	screenplay	\N
tt0001366	3	nm0159015	cinematographer	\N	\N
tt0001367	1	nm0594291	actor	\N	\N
tt0001367	2	nm0010134	actor	\N	\N
tt0001367	3	nm0114307	actor	\N	\N
tt0001367	4	nm0316995	actor	\N	\N
tt0001367	5	nm0337586	actor	\N	\N
tt0001367	6	nm0366609	actress	\N	\N
tt0001367	7	nm0764346	actor	\N	\N
tt0001367	8	nm0091767	director	\N	\N
tt0001368	1	nm0298301	actress	\N	\N
tt0001368	2	nm0531584	actor	\N	\N
tt0001368	3	nm0874364	actress	\N	\N
tt0001368	4	nm0205986	director	\N	\N
tt0001368	5	nm0581683	writer	\N	\N
tt0001369	1	nm0732651	actress	\N	"[""The Girl""]"
tt0001369	2	nm0337033	actor	\N	"[""The Boy""]"
tt0001369	3	nm0334918	actor	\N	"[""The Attacker""]"
tt0001369	4	nm0376396	actor	\N	"[""The Girl's Father""]"
tt0001369	5	nm0376442	actress	\N	"[""The Girl's Mother""]"
tt0001369	6	nm0102858	actress	\N	"[""The Maid""]"
tt0001369	7	nm0125164	actor	\N	"[""The Inspector""]"
tt0001369	8	nm0784407	actor	\N	"[""The Gang Leader""]"
tt0001369	9	nm0185803	actor	\N	"[""In Office""]"
tt0001369	10	nm0226992	actor	\N	"[""One of the Misguided Youths""]"
tt0001369	11	nm0000428	director	\N	\N
tt0001369	12	nm0853193	writer	\N	\N
tt0001369	13	nm0005658	cinematographer	\N	\N
tt0001370	1	nm0764002	actor	\N	"[""D. Pedro I""]"
tt0001370	2	nm0105501	actor	\N	"[""D. Afonso IV""]"
tt0001370	3	nm0896618	actress	\N	"[""Ines de Castro""]"
tt0001370	4	nm0764002	director	\N	\N
tt0001370	5	nm0182214	producer	producer	\N
tt0001371	1	nm0681933	actress	\N	"[""Ramona""]"
tt0001371	2	nm0910400	actor	\N	"[""Alessandro""]"
tt0001371	3	nm0334918	actor	\N	"[""Felipe""]"
tt0001371	4	nm0115524	actress	\N	"[""The Mother""]"
tt0001371	5	nm1013170	actor	\N	"[""The Priest""]"
tt0001371	6	nm0784407	actor	\N	"[""The White Exploiter""]"
tt0001371	7	nm0076202	actress	\N	\N
tt0001371	8	nm0163255	actress	\N	"[""Woman in West""]"
tt0001371	9	nm0366008	actor	\N	\N
tt0001371	10	nm0376396	actor	\N	"[""Man at Burial""]"
tt0001371	11	nm0000428	director	\N	\N
tt0001371	12	nm0413582	writer	novel	\N
tt0001371	13	nm0000428	writer	\N	\N
tt0001371	14	nm0853193	writer	\N	\N
tt0001371	15	nm0005658	cinematographer	\N	\N
tt0001372	1	nm0001908	actor	\N	"[""Jack Tyler""]"
tt0001372	2	nm0930290	actress	\N	"[""Carrie Perkins""]"
tt0001372	3	nm0808828	actor	\N	\N
tt0001372	4	nm0355582	actor	\N	\N
tt0001372	5	nm1398184	actor	\N	\N
tt0001372	6	nm0001908	director	\N	\N
tt0001372	7	nm0001908	writer	\N	\N
tt0001372	8	nm0001908	producer	producer	\N
tt0001372	9	nm0730386	cinematographer	\N	\N
tt0001373	1	nm1148936	actor	\N	\N
tt0001373	2	nm0594291	actor	\N	"[""Bronco Buster""]"
tt0001373	3	nm1151967	actor	\N	\N
tt0001373	4	nm0612071	actor	\N	\N
tt0001373	5	nm1151934	actor	\N	\N
tt0001373	6	nm0091767	director	\N	\N
tt0001373	7	nm0783152	producer	producer	\N
tt0001374	1	nm0001908	actor	\N	"[""The Doctor""]"
tt0001374	2	nm0930290	actress	\N	"[""Nellie Forsyth""]"
tt0001374	3	nm0639631	actor	\N	"[""Jack Matthews""]"
tt0001374	4	nm1397726	actress	\N	"[""Mrs. Matthews""]"
tt0001374	5	nm0161366	actor	\N	"[""The Sheriff""]"
tt0001374	6	nm1403670	actor	\N	\N
tt0001374	7	nm0336910	actor	\N	\N
tt0001374	8	nm1398184	actor	\N	\N
tt0001374	9	nm0607273	actor	\N	\N
tt0001374	10	nm0607104	actor	\N	\N
tt0001374	11	nm0001908	director	\N	\N
tt0001374	12	nm0001908	writer	\N	\N
tt0001374	13	nm0001908	producer	producer	\N
tt0001375	1	nm0594291	actor	\N	\N
tt0001375	2	nm0824332	actress	\N	\N
tt0001375	3	nm0597995	actor	\N	\N
tt0001375	4	nm0091767	director	\N	\N
tt0001375	5	nm0877783	director	\N	\N
tt0001375	6	nm0783152	producer	producer	\N
tt0001376	1	nm0001908	actor	\N	"[""A Texas Ranger""]"
tt0001376	2	nm0001908	actor	\N	"[""The 'Bride'""]"
tt0001376	3	nm0808828	actor	\N	"[""Bill Dunham""]"
tt0001376	4	nm0161366	actor	\N	\N
tt0001376	5	nm1399833	actor	\N	\N
tt0001376	6	nm1398184	actor	\N	"[""Preacher""]"
tt0001376	7	nm0355582	actor	\N	"[""Man With Droopy Mustache""]"
tt0001376	8	nm0639631	actor	\N	"[""Man In Black Vest""]"
tt0001376	9	nm0001908	director	\N	\N
tt0001376	10	nm0001908	writer	\N	\N
tt0001376	11	nm0001908	producer	producer	\N
tt0001376	12	nm0730386	cinematographer	\N	\N
tt0001377	1	nm0209738	actor	\N	"[""King Lear""]"
tt0001377	2	nm0133153	actor	\N	\N
tt0001377	3	nm0655831	actor	\N	\N
tt0001377	4	nm0209738	director	\N	\N
tt0001377	5	nm0000636	writer	"play ""King Lear"""	\N
tt0001378	1	nm0637025	actor	\N	"[""King Lear""]"
tt0001378	2	nm0078116	actress	\N	"[""Cordelia""]"
tt0001378	3	nm0316269	actress	\N	"[""King Lear's Daughter""]"
tt0001378	4	nm0156990	actress	\N	"[""King Lear's Daughter""]"
tt0001378	5	nm0516263	director	\N	\N
tt0001378	6	nm0000636	writer	"play ""King Lear"""	\N
tt0001379	1	nm0294276	director	\N	\N
tt0001380	1	nm0830037	actor	\N	"[""Gustaf II Adolf""]"
tt0001380	2	nm0029198	actress	\N	"[""Regina von Emmeritz""]"
tt0001380	3	nm0112867	actor	\N	"[""Hieronymus""]"
tt0001380	4	nm0835529	actor	\N	"[""Brig. Lillie""]"
tt0001380	5	nm0373367	actor	\N	"[""Regina's father""]"
tt0001380	6	nm0147761	actress	\N	"[""Dorthe""]"
tt0001380	7	nm0492280	actor	\N	"[""The Bishop""]"
tt0001380	8	nm0147763	actor	\N	"[""Larsson""]"
tt0001380	9	nm0032235	actress	\N	\N
tt0001380	10	nm0225856	actor	\N	"[""Gustav II Adolf""]"
tt0001380	11	nm0511602	director	\N	\N
tt0001380	12	nm0005748	cinematographer	\N	\N
tt0001381	1	nm2547818	actor	\N	\N
tt0001381	2	nm0511155	actor	\N	\N
tt0001381	3	nm0526189	actress	\N	\N
tt0001381	4	nm2434920	actress	\N	"[""Karen""]"
tt0001381	5	nm1261170	actor	\N	\N
tt0001381	6	nm5223669	actor	\N	"[""Farmer""]"
tt0001381	7	nm0835591	actor	\N	"[""Captain""]"
tt0001381	8	nm0927690	actor	\N	"[""Recruit""]"
tt0001381	9	nm1003261	director	\N	\N
tt0001381	10	nm0300487	director	\N	\N
tt0001381	11	nm0511155	cinematographer	\N	\N
tt0001382	1	nm0182052	director	\N	\N
tt0001383	1	nm0005717	director	\N	\N
tt0001383	2	nm0005717	cinematographer	\N	\N
tt0001384	1	nm0704334	actor	\N	"[""Harry""]"
tt0001384	2	nm0334918	actor	\N	"[""Bill""]"
tt0001384	3	nm0681933	actress	\N	"[""Jennie""]"
tt0001384	4	nm0642722	actor	\N	"[""A Merchant""]"
tt0001384	5	nm0629589	actor	\N	"[""Oil Speculator""]"
tt0001384	6	nm0921980	actor	\N	"[""Oil Speculator's Henchman""]"
tt0001384	7	nm0125164	actor	\N	\N
tt0001384	8	nm0649211	actor	\N	"[""In Store""]"
tt0001384	9	nm0784407	actor	\N	"[""In Store""]"
tt0001384	10	nm0000428	director	\N	\N
tt0001384	11	nm0853193	writer	\N	\N
tt0001384	12	nm0005658	cinematographer	\N	\N
tt0001385	1	nm0288616	actor	\N	"[""Ben Cook""]"
tt0001385	2	nm0519310	actress	\N	"[""Mrs. Ben Cook""]"
tt0001385	3	nm0629589	actor	\N	"[""The Farmer""]"
tt0001385	4	nm0354803	actress	\N	"[""The Daughter - as a Child""]"
tt0001385	5	nm0842239	actress	\N	"[""The Daughter - at Eighteen""]"
tt0001385	6	nm0456804	actor	\N	"[""The Best Man""]"
tt0001385	7	nm1013170	actor	\N	"[""The Minister""]"
tt0001385	8	nm0115524	actress	\N	"[""The Maid""]"
tt0001385	9	nm0185803	actor	\N	"[""A Farmhand""]"
tt0001385	10	nm0185803	actor	\N	"[""At Church""]"
tt0001385	11	nm0038106	actress	\N	\N
tt0001385	12	nm0000428	director	\N	\N
tt0001385	13	nm0000428	writer	\N	\N
tt0001385	14	nm0005658	cinematographer	\N	\N
tt0001385	15	nm0555522	cinematographer	\N	\N
tt0001386	1	nm0304098	writer	\N	\N
tt0001387	1	nm0681933	actress	\N	"[""Indian""]"
tt0001387	2	nm0656425	actor	\N	"[""Indian""]"
tt0001387	3	nm0424530	actor	\N	"[""Indian""]"
tt0001387	4	nm0922044	actress	\N	"[""Tourist""]"
tt0001387	5	nm0376396	actor	\N	"[""Tourist""]"
tt0001387	6	nm0115524	actress	\N	"[""Tourist""]"
tt0001387	7	nm0921980	actor	\N	"[""The Nephew""]"
tt0001387	8	nm0842239	actress	\N	\N
tt0001387	9	nm0931031	actress	\N	"[""Second Woman""]"
tt0001387	10	nm0000428	director	\N	\N
tt0001387	11	nm0853193	writer	\N	\N
tt0001387	12	nm0005658	cinematographer	\N	\N
tt0001388	1	nm0922044	actress	\N	"[""The Sea Child""]"
tt0001388	2	nm0102858	actress	\N	"[""The Sea Child's Mother""]"
tt0001388	3	nm0910400	actor	\N	"[""The Trapper""]"
tt0001388	4	nm0629589	actor	\N	"[""The Puritan""]"
tt0001388	5	nm0125164	actor	\N	"[""Judge""]"
tt0001388	6	nm0163559	actor	\N	"[""Judge""]"
tt0001388	7	nm0226992	actor	\N	"[""A Puritan""]"
tt0001388	8	nm0250676	actress	\N	"[""Little Child""]"
tt0001388	9	nm0262757	actor	\N	"[""Judge""]"
tt0001388	10	nm0334918	actor	\N	"[""Captor""]"
tt0001388	11	nm0000428	director	\N	\N
tt0001388	12	nm0355555	writer	\N	\N
tt0001388	13	nm0005658	cinematographer	\N	\N
tt0001389	1	nm0294276	director	director	\N
tt0001389	2	nm0378408	producer	producer	\N
tt0001390	1	nm0921980	actor	\N	"[""Mr. Randall""]"
tt0001390	2	nm0519310	actress	\N	"[""Mrs. Randall""]"
tt0001390	3	nm0250676	actress	\N	"[""The Randall Child""]"
tt0001390	4	nm0534221	actress	\N	"[""The Friend""]"
tt0001390	5	nm0185803	actor	\N	"[""The Wife's Visitor""]"
tt0001390	6	nm0696138	actress	\N	"[""The Woman on the Beach""]"
tt0001390	7	nm0656425	actor	\N	"[""The Rescuer""]"
tt0001390	8	nm0867118	actress	\N	"[""The Maid""]"
tt0001390	9	nm0038106	actress	\N	\N
tt0001390	10	nm0226992	actor	\N	"[""On Beach""]"
tt0001390	11	nm0000428	director	\N	\N
tt0001390	12	nm0125164	writer	\N	\N
tt0001390	13	nm0005658	cinematographer	\N	\N
tt0001391	1	nm0285643	actor	\N	\N
tt0001391	2	nm0832458	actress	\N	\N
tt0001391	3	nm0166692	actor	\N	\N
tt0001391	4	nm0352726	director	\N	\N
tt0001391	5	nm0329212	writer	story	\N
tt0001391	6	nm0577734	producer	producer	\N
tt0001391	7	nm0657635	cinematographer	\N	\N
tt0001392	1	nm0005717	director	\N	\N
tt0001392	2	nm0005717	cinematographer	\N	\N
tt0001393	1	nm0125164	actor	\N	"[""The Father""]"
tt0001393	2	nm0704334	actor	\N	"[""Tom""]"
tt0001393	3	nm0054884	actress	\N	"[""Adele""]"
tt0001393	4	nm0102858	actress	\N	"[""The Maid""]"
tt0001393	5	nm0334918	actor	\N	"[""Among Friends""]"
tt0001393	6	nm0478359	actress	\N	\N
tt0001393	7	nm0550615	actress	\N	\N
tt0001393	8	nm0601698	actor	\N	\N
tt0001393	9	nm0681931	actress	\N	\N
tt0001393	10	nm0681933	actress	\N	\N
tt0001393	11	nm0000428	director	\N	\N
tt0001393	12	nm0853193	writer	\N	\N
tt0001393	13	nm0005658	cinematographer	\N	\N
tt0001393	14	nm0555522	cinematographer	\N	\N
tt0001394	1	nm0001908	actor	\N	\N
tt0001394	2	nm1399833	actor	\N	\N
tt0001394	3	nm0930290	actress	\N	\N
tt0001394	4	nm1400009	actor	\N	\N
tt0001394	5	nm0001908	director	\N	\N
tt0001394	6	nm0001908	writer	\N	\N
tt0001394	7	nm0001908	producer	producer	\N
tt0001395	1	nm0001908	actor	\N	"[""Cal Evans""]"
tt0001395	2	nm0275943	actress	\N	"[""Gladys - the Ranchman's Daughter""]"
tt0001395	3	nm0533615	actor	\N	"[""Jeff Sanders - the Fugitive""]"
tt0001395	4	nm0639631	actor	\N	\N
tt0001395	5	nm0865178	actor	\N	\N
tt0001395	6	nm1403670	actor	\N	\N
tt0001395	7	nm0355582	actor	\N	\N
tt0001395	8	nm0693055	actor	\N	\N
tt0001395	9	nm0001908	director	\N	\N
tt0001395	10	nm0001908	writer	\N	\N
tt0001395	11	nm0001908	producer	producer	\N
tt0001396	1	nm0681933	actress	\N	"[""Miss Wilkins""]"
tt0001396	2	nm1013170	actor	\N	"[""The Poor Husband""]"
tt0001396	3	nm0115524	actress	\N	"[""The Poor Wife""]"
tt0001396	4	nm0041858	actor	\N	"[""The Doctor""]"
tt0001396	5	nm0125164	actor	\N	"[""The Tradesman""]"
tt0001396	6	nm0137407	actor	\N	"[""The Bailiff""]"
tt0001396	7	nm0163559	actor	\N	"[""Charity Worker""]"
tt0001396	8	nm0226992	actor	\N	"[""In Hallway""]"
tt0001396	9	nm0334918	actor	\N	"[""In Pawn Shop""]"
tt0001396	10	nm0376396	actor	\N	"[""Boss in Store""]"
tt0001396	11	nm0000428	director	\N	\N
tt0001396	12	nm0940488	writer	\N	\N
tt0001396	13	nm0005658	cinematographer	\N	\N
tt0001397	1	nm0298301	actress	\N	\N
tt0001397	2	nm0877550	actress	\N	\N
tt0001397	3	nm0581683	director	\N	\N
tt0001397	4	nm0581683	writer	\N	\N
tt0001398	1	nm0022607	actor	\N	"[""Bodeln""]"
tt0001398	2	nm1459190	actor	\N	"[""En konge""]"
tt0001398	3	nm0627274	actor	\N	"[""His son""]"
tt0001398	4	nm2421318	actress	\N	"[""En dronning""]"
tt0001398	5	nm0727618	actor	\N	"[""En ridder""]"
tt0001398	6	nm0762935	actress	\N	"[""Ridders daughter""]"
tt0001399	1	nm0704334	actor	\N	"[""George""]"
tt0001399	2	nm0681933	actress	\N	"[""George's Wife""]"
tt0001399	3	nm0173994	actor	\N	\N
tt0001399	4	nm0537556	actor	\N	"[""The Father (unconfirmed)""]"
